"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
51,6/30/2024 0:00:00,32,0,0,0,0,0,0,484199658,0,0,0,0,0,0,0,621439785,0,0,0,0,0,0,0,0,0,23340886,0,0,0,0,57337739,0,0,233126336,1620399061,0,0,0,0,224295543,516,10,6,24,0,0,104,1,153,9,364,10,374,122,0,106,0,135,526,21774,18124,0,0,0,0,0,0,6016
53,6/30/2024 0:00:00,33,0,0,0,0,0,0,2961465,0,0,0,0,0,0,0,6301443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10394016,0,0,0,0,1131108,0,18,0,0,0,0,0,0,0,14,0,18,18,0,0,0,4,0,18,74,112,0,0,0,0,0,0,12
60,6/30/2024 0:00:00,35,0,0,0,0,0,0,23684457,0,0,0,0,0,0,0,36268097,0,0,0,0,0,0,0,0,0,308763,0,0,0,0,2417792,0,0,1597394,69177131,0,0,0,0,5209391,91,9,0,36,0,0,19,9,4,0,27,9,36,28,0,4,0,64,100,491,1132,0,0,0,0,0,0,1199
77,6/30/2024 0:00:00,41,0,0,0,0,0,0,2382870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859090,0,0,0,0,138934,0,0,0,8161632,0,0,0,0,5639828,46,4,0,0,0,0,9,0,0,2,22,4,26,24,0,9,0,24,50,89,136,0,0,0,0,0,0,292
79,6/30/2024 0:00:00,43,0,0,0,0,0,0,34672315,0,0,0,0,0,0,0,35680929,0,0,0,0,0,0,0,0,0,7955901,0,0,0,0,0,0,0,9033797,98225220,0,0,0,0,18838179,270,0,25,107,0,0,65,0,28,0,107,0,107,31,0,11,0,163,270,1056,1000,6,0,0,0,0,0,1294
82,6/30/2024 0:00:00,46,0,0,0,0,0,0,43865071,0,0,0,0,0,0,0,11574445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9887188,0,0,9404879,75302721,0,0,0,0,571138,24,3,0,0,0,0,3,0,15,3,24,3,27,0,0,6,0,0,27,717,626,0,0,0,0,0,0,59
90,6/30/2024 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
98,6/30/2024 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9
107,6/30/2024 0:00:00,57,0,0,0,0,0,0,273069,0,0,0,0,0,0,0,4292578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152615,0,0,0,5365609,0,0,0,0,647347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,102,0,0,0,0,0,0,33
108,6/30/2024 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31006,419423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,160
110,6/30/2024 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,13,0,0,13,0,0,13,61,1,0,0,0,0,0,0,19
119,6/30/2024 0:00:00,62,0,0,0,0,0,0,933950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,26
120,6/30/2024 0:00:00,63,0,0,0,0,0,0,7941251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8978519,0,0,0,0,1037268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,358,0,0,0,0,0,0,14
132,6/30/2024 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,6/30/2024 0:00:00,70,0,0,0,0,0,0,2134600,0,0,0,0,0,0,0,3494016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292441,0,0,483458,7299971,0,0,0,0,895456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,182,0,0,0,0,0,0,232
138,6/30/2024 0:00:00,72,0,0,0,0,0,0,571300,0,0,0,0,0,0,0,2134444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749412,0,0,0,0,43668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,30,0,0,0,0,0,0,79
146,6/30/2024 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
147,6/30/2024 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
150,6/30/2024 0:00:00,77,0,0,0,0,0,0,19500510,0,0,0,0,0,0,0,63096526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14594959,0,0,3062239,108834704,0,0,0,0,8580470,11,34,0,0,0,0,0,1,2,12,9,23,32,2,11,7,9,13,45,293,790,5,0,0,0,0,0,44
151,6/30/2024 0:00:00,78,0,0,0,0,0,0,40269185,0,0,0,0,0,0,0,145638843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26243845,0,0,43236,213475922,0,0,0,0,1280813,1,7,0,0,0,0,0,0,1,0,1,0,1,0,7,0,0,7,8,2545,1743,0,0,0,0,0,0,268
153,6/30/2024 0:00:00,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6/30/2024 0:00:00,83,0,0,0,0,0,0,125580122,0,0,0,0,0,0,0,108695578,0,0,0,0,0,0,0,0,0,76583831,0,0,0,0,7127197,0,0,7451503,257842376,0,0,0,0,8987976,1563,6,82,625,0,0,196,0,113,3,350,5,377,506,1,15,2,1195,1569,4505,5219,145,3,0,0,0,3,3764
162,6/30/2024 0:00:00,85,0,0,0,0,0,0,13433594,0,0,0,0,0,0,0,11268504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197026,0,0,0,28705557,0,0,0,0,1806433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,214,0,0,0,0,0,0,1127
167,6/30/2024 0:00:00,87,0,0,0,0,0,0,13950130,0,0,0,0,0,0,0,8415497,0,0,0,0,0,0,0,0,0,8090740,0,0,0,0,1470713,0,0,1314370,25150710,0,0,0,0,0,670,3,5,25,0,0,139,2,0,0,378,3,381,262,0,212,0,292,673,1674,506,0,26,0,0,0,26,2766
168,6/30/2024 0:00:00,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,34,0,0,0,0,0,0,386
169,6/30/2024 0:00:00,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,6/30/2024 0:00:00,92,0,0,0,0,0,0,17065338,0,0,0,0,0,0,0,72318176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32726080,174007069,0,0,0,0,51897475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,956,0,0,0,0,0,0,1312
187,6/30/2024 0:00:00,100,0,0,0,0,0,0,87587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335412,0,0,94451,522660,0,0,0,0,5210,6,0,0,0,0,0,1,0,4,0,6,0,5,0,0,1,0,0,6,34,24,3,0,0,0,0,0,41
195,6/30/2024 0:00:00,104,0,0,0,0,0,0,75479,0,0,0,0,0,0,0,772832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077962,0,0,0,0,229651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,147
196,6/30/2024 0:00:00,105,0,0,0,0,0,0,38571979,0,0,0,0,0,0,0,431727050,0,0,0,0,0,0,0,0,0,1867821,0,0,0,0,0,0,0,12895101,565116128,0,0,0,0,81921998,521,0,0,2,0,0,108,0,160,0,281,0,281,238,0,12,0,240,521,2786,7008,5,0,0,0,0,0,1851
198,6/30/2024 0:00:00,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,47
199,6/30/2024 0:00:00,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141710,0,0,1838959,6272459,0,0,0,0,4035986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,12,0,0,0,0,0,0,319
200,6/30/2024 0:00:00,109,0,0,0,0,0,0,237000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,16
205,6/30/2024 0:00:00,112,0,0,0,0,0,0,5319551,0,0,0,0,0,0,0,21430050,0,0,0,0,0,0,0,0,0,179920,0,0,0,0,0,0,0,14500,30844101,0,0,0,0,4080000,66,27,0,0,0,0,0,0,0,0,65,27,92,1,0,65,27,1,93,944,243,0,0,0,0,0,0,43
216,6/30/2024 0:00:00,116,0,0,0,0,0,0,1964089,0,0,0,0,0,0,0,7899769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663527,0,0,724163,12609918,0,0,0,0,1358370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,103,0,0,0,0,0,0,4
220,6/30/2024 0:00:00,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
224,6/30/2024 0:00:00,119,0,0,0,0,0,0,1872883,0,0,0,0,0,0,0,4683187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83583,0,0,0,8555486,0,0,0,0,1915833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,167,5,0,0,0,0,0,273
227,6/30/2024 0:00:00,121,0,0,0,0,0,0,2974451953,0,0,0,0,0,0,0,7976388278,0,0,0,0,0,0,0,0,0,118804997,0,0,0,0,143599406,0,0,140826636,11235266273,0,0,0,0,0,805,8,0,0,0,0,5,0,41,8,61,8,69,744,0,6,0,744,813,37470,41698,3,0,0,0,0,0,57137
233,6/30/2024 0:00:00,124,0,0,0,0,0,0,2187610,0,0,0,0,0,0,0,29555564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617728,0,0,0,35095402,0,0,0,0,1734500,1,14,0,0,0,0,0,0,1,0,1,14,15,0,0,0,14,0,15,596,273,0,0,0,0,0,0,266
234,6/30/2024 0:00:00,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7326582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7326582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,30,0,0,0,0,0,0,84
240,6/30/2024 0:00:00,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5163735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5533544,0,0,0,0,369809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,224,0,0,0,0,0,0,72
242,6/30/2024 0:00:00,129,0,0,0,0,0,0,1235047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431428,4630622,0,0,0,0,1964147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,93,0,0,0,0,0,0,991
256,6/30/2024 0:00:00,136,0,0,0,0,0,0,8449274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3374513,0,0,400000,12223787,0,0,0,0,0,30,2,0,0,0,0,4,0,10,2,30,2,32,0,0,13,0,0,32,255,291,0,0,0,0,0,0,217
258,6/30/2024 0:00:00,137,0,0,0,0,0,0,441135,0,0,0,0,0,0,0,39646591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70999,0,0,1693827,41888699,0,0,0,0,36147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,111,0,0,0,0,0,0,560
262,6/30/2024 0:00:00,139,0,0,0,0,0,0,2908850,0,0,0,0,0,0,0,2036868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359186,0,0,0,7286952,0,0,0,0,982048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,94,0,0,0,0,0,0,36
266,6/30/2024 0:00:00,143,0,0,0,0,0,0,11513646,0,0,0,0,0,0,0,13177498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998670,0,0,0,28134674,0,0,0,0,444860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,437,0,0,0,0,0,0,15
274,6/30/2024 0:00:00,149,0,0,0,0,0,0,4085197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,2184349,6269546,0,0,0,0,0,23,0,0,0,0,0,1,0,6,0,7,0,7,16,0,0,0,16,23,141,208,3,0,0,0,0,0,807
277,6/30/2024 0:00:00,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,6/30/2024 0:00:00,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
288,6/30/2024 0:00:00,155,0,0,0,0,0,0,357323,0,0,0,0,0,0,0,436205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793528,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,28,0,0,0,0,0,0,78
294,6/30/2024 0:00:00,160,0,0,0,0,0,0,22461325,0,0,0,0,0,0,0,55313672,0,0,0,0,0,0,0,0,0,360082,0,0,0,0,59399,0,0,8451884,86374759,0,0,0,0,88479,16,72,0,0,0,0,0,29,0,32,4,72,76,12,0,4,7,12,88,1102,1029,0,0,0,0,0,0,541
303,6/30/2024 0:00:00,166,0,0,0,0,0,0,3198141,0,0,0,0,0,0,0,18601321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,928703,22846771,0,0,0,0,112606,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,151,427,0,0,0,0,0,0,11
306,6/30/2024 0:00:00,168,0,0,0,0,0,0,6314955,0,0,0,0,0,0,0,10240853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19376502,0,0,0,0,2820694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,370,0,0,0,0,0,0,114
319,6/30/2024 0:00:00,173,0,0,0,0,0,0,21318906,0,0,0,0,0,0,0,43404053,0,0,0,0,0,0,0,0,0,84422,0,0,0,0,7622676,0,0,0,77133667,0,0,0,0,4788032,0,25,0,0,0,0,0,4,0,13,0,25,25,0,0,0,7,0,25,428,1285,0,0,0,0,0,0,108
320,6/30/2024 0:00:00,174,0,0,0,0,0,0,3722172,0,0,0,0,0,0,0,4219567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978418,0,0,0,9920157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,128,0,0,0,0,0,0,5
340,6/30/2024 0:00:00,183,0,0,0,0,0,0,22778283,0,0,0,0,0,0,0,126081001,0,0,0,0,0,0,0,0,0,3091840,0,0,0,0,4986561,0,0,0,155461631,0,0,0,0,1615786,33,5,0,0,0,0,9,0,13,3,23,5,27,10,0,0,0,18,38,1164,1048,0,0,0,0,0,0,215
352,6/30/2024 0:00:00,188,0,0,0,0,0,0,40235851,0,0,0,0,0,0,0,53887163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6747269,108134179,0,0,0,0,7263896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,739,0,0,0,0,0,0,1062
361,6/30/2024 0:00:00,193,0,0,0,0,0,0,65071146,0,0,0,0,0,0,0,46399900,0,0,0,0,0,0,0,0,0,5632701,0,0,0,0,21162950,0,0,20500,136553548,0,0,0,0,3899052,58,54,2,0,0,0,15,5,31,31,51,53,104,5,1,0,14,8,112,1091,1536,0,0,0,0,0,0,1710
365,6/30/2024 0:00:00,197,0,0,0,0,0,0,2580324,0,0,0,0,0,0,0,10125608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,12736463,0,0,0,0,29753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,51,4,0,0,0,0,0,368
367,6/30/2024 0:00:00,199,0,0,0,0,0,0,247718,0,0,0,0,0,0,0,3532204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84845,0,0,0,4146901,0,0,0,0,282134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1
370,6/30/2024 0:00:00,201,0,0,0,0,0,0,374197,0,0,0,0,0,0,0,3096832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3471029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,0,0,0,0,0,0,27
373,6/30/2024 0:00:00,203,0,0,0,0,0,0,2342589,0,0,0,0,0,0,0,6415657,0,0,0,0,0,0,0,0,0,17703,0,0,0,0,0,0,0,0,8780377,0,0,0,0,22131,32,0,0,0,0,0,0,0,30,0,30,0,30,2,0,0,0,2,32,367,106,0,0,0,0,0,0,55
376,6/30/2024 0:00:00,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,81
378,6/30/2024 0:00:00,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
383,6/30/2024 0:00:00,211,0,0,0,0,0,0,1818273,0,0,0,0,0,0,0,6691034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568415,9350016,0,0,0,0,272294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,27
389,6/30/2024 0:00:00,214,0,0,0,0,0,0,6239110,0,0,0,0,0,0,0,16990932,0,0,0,0,0,0,0,0,0,466082,0,0,0,0,122334,0,0,3258991,28550636,0,0,0,0,1939269,0,131,0,0,0,0,0,34,0,77,0,128,128,0,3,0,0,3,131,196,420,0,0,0,0,0,0,148
390,6/30/2024 0:00:00,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,4,0,0,0,0,0,0,109
395,6/30/2024 0:00:00,217,0,0,0,0,0,0,5232546,0,0,0,0,0,0,0,2849948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046868,12741155,0,0,0,0,2611793,0,13,0,0,0,0,0,8,0,5,0,13,13,0,0,0,0,0,13,59,242,0,0,0,0,0,0,299
