"CU_NUMBER","CycleDate","JoinNumber","CU_NAME","TradeNamesId","TradeName"
1644,12/31/2024 0:00:00,803,"CORNING",1140,"Corning Credit Union Mortgage"
1644,12/31/2024 0:00:00,803,"CORNING",1141,"CCU Mortgage"
1682,12/31/2024 0:00:00,820,"LIBERTY",556,"First Liberty Financial Mortgage"
1682,12/31/2024 0:00:00,820,"LIBERTY",620,"Liberty Financial"
1717,12/31/2024 0:00:00,834,"HAWAIIAN FINANCIAL",313,"HiTel FCU"
1717,12/31/2024 0:00:00,834,"HAWAIIAN FINANCIAL",665,"HiFi FCU"
1717,12/31/2024 0:00:00,834,"HAWAIIAN FINANCIAL",666,"Hawaiian Financial FCU"
1718,12/31/2024 0:00:00,835,"HAWAII STATE",325,"HSFCU"
1718,12/31/2024 0:00:00,835,"HAWAII STATE",326,"Hawaii State Federal Credit Unio"
1718,12/31/2024 0:00:00,835,"HAWAII STATE",327,"Hawaii State FCU"
1830,12/31/2024 0:00:00,878,"HONOLULU",475,"Honolulu Credit Union (HOCU)"
1845,12/31/2024 0:00:00,883,"ALOHA PACIFIC",108,"APFCU"
1845,12/31/2024 0:00:00,883,"ALOHA PACIFIC",109,"ALOHA PACIFIC FEDERAL CREDIT UNI"
1845,12/31/2024 0:00:00,883,"ALOHA PACIFIC",110,"ALOHA PACIFIC FCU"
2046,12/31/2024 0:00:00,969,"PAMPA TEACHERS",865,"Catalyst Corporation"
2191,12/31/2024 0:00:00,1034,"FIBRE",551,"TLC, A Division of Fibre Federal"
2357,12/31/2024 0:00:00,1104,"HOUSTON POLICE",562,"Houston Police Credit Union"
2414,12/31/2024 0:00:00,1127,"ROBERTS DAIRY EMPLOYEES",303,"Manufactoring"
2446,12/31/2024 0:00:00,1139,"INTERNAL REVENUE",1143,"INTERNAL REVENUE FEDERAL CREDIT UNION"
2535,12/31/2024 0:00:00,1178,"CANTON SCHOOL EMPLOYEES",355,"CSE FCU"
2551,12/31/2024 0:00:00,1184,"POLICE & FIRE",885,"PFFCU"
2562,12/31/2024 0:00:00,1188,"MAUI",1166,"MAUIFED Credit Union"
2562,12/31/2024 0:00:00,1188,"MAUI",1167,"MAUIFED"
2585,12/31/2024 0:00:00,1204,"RED CROWN",25,"Red Crown Credit Union"
2744,12/31/2024 0:00:00,1277,"U. S. EMPLOYEES O. C.",256,"USE Federal Credit Union"
2818,12/31/2024 0:00:00,1308,"HOLYOKE COMMUNITY",27,"Holyoke Credit Union"
2818,12/31/2024 0:00:00,1308,"HOLYOKE COMMUNITY",605,"Imperial Credit Union"
2874,12/31/2024 0:00:00,1334,"BLUESTONE",1076,"Nugget, a division of Bluestone FCU"
2876,12/31/2024 0:00:00,1335,"CHICAGO PATROLMEN'S",1199,"National Firefighters Credit Union"
2953,12/31/2024 0:00:00,1360,"LANAI",68,"Lanai FCU"
3025,12/31/2024 0:00:00,1389,"EMPOWER",1067,"Empower Federal Credit Union"
3025,12/31/2024 0:00:00,1389,"EMPOWER",1068,"Empower FCU"
3061,12/31/2024 0:00:00,1402,"LOUISIANA USA",1091,"Louisiana USA"
3212,12/31/2024 0:00:00,1464,"ANECA",798,"Morgan Stanley"
3212,12/31/2024 0:00:00,1464,"ANECA",799,"JP Morgan"
3306,12/31/2024 0:00:00,1503,"SJP",470,"SJP Federal Credit Union"
3323,12/31/2024 0:00:00,1511,"TRUENERGY",898,"TruEnergy FCU"
3601,12/31/2024 0:00:00,1631,"NATIONAL INSTITUTES OF HEALTH",452,"NIH Federal Credit Union"
3819,12/31/2024 0:00:00,1719,"UPPER DARBY BELLTELCO",469,"UDBell"
3841,12/31/2024 0:00:00,1729,"GHS",1018,"GHS"
3841,12/31/2024 0:00:00,1729,"GHS",1019,"GHS FCU"
3841,12/31/2024 0:00:00,1729,"GHS",1020,"GHS FEDERAL CREDIT UNION"
3951,12/31/2024 0:00:00,1770,"FIRST HARVEST",1043,"First Harvest Credit Union"
4015,12/31/2024 0:00:00,1797,"GENERATIONS COMMUNITY",484,"GFCU"
4015,12/31/2024 0:00:00,1797,"GENERATIONS COMMUNITY",485,"Generations Federal CU"
4015,12/31/2024 0:00:00,1797,"GENERATIONS COMMUNITY",486,"Generations FCU"
4015,12/31/2024 0:00:00,1797,"GENERATIONS COMMUNITY",589,"Generations"
4015,12/31/2024 0:00:00,1797,"GENERATIONS COMMUNITY",762,"Generations Community Federal CU"
4024,12/31/2024 0:00:00,1802,"TRUECORE",417,"TrueCore Federal Credit Union"
4043,12/31/2024 0:00:00,1811,"GENERAL ELECTRIC EMPLOYEES",675,"GE Credit Union"
4088,12/31/2024 0:00:00,1828,"STANWOOD AREA",1029,"Stanwood FCU"
4122,12/31/2024 0:00:00,1840,"HIGHMARK",1036,"Highmark Credit Union"
4142,12/31/2024 0:00:00,1849,"KINECTA",258,"Stylized ""O"""
4142,12/31/2024 0:00:00,1849,"KINECTA",259,"Protecting What's Essential"
4142,12/31/2024 0:00:00,1849,"KINECTA",263,"Kinecta Federal Credit Union"
4142,12/31/2024 0:00:00,1849,"KINECTA",264,"Kinecta Express"
4142,12/31/2024 0:00:00,1849,"KINECTA",265,"Kinecta"
4142,12/31/2024 0:00:00,1849,"KINECTA",690,"wealth management"
4142,12/31/2024 0:00:00,1849,"KINECTA",691,"volunteer corps"
4142,12/31/2024 0:00:00,1849,"KINECTA",692,"Kinecta Financial & Insurance Service"
4142,12/31/2024 0:00:00,1849,"KINECTA",693,"Kinecta Credit Union"
4142,12/31/2024 0:00:00,1849,"KINECTA",694,"banking done different"
4142,12/31/2024 0:00:00,1849,"KINECTA",1129,"Ready for Banking Done Different"
4142,12/31/2024 0:00:00,1849,"KINECTA",1164,"Protect Plus ™"
4170,12/31/2024 0:00:00,1860,"ABYSSINIAN BAPTIST CHURCH",618,"NA"
4240,12/31/2024 0:00:00,1886,"CHOICE ONE COMMUNITY",449,"Choice One CU"
4281,12/31/2024 0:00:00,1900,"ATLANTIC REGIONAL",505,"Atlantic Federal Credit Union"
4524,12/31/2024 0:00:00,1987,"SOMERVILLE MUNICIPAL",379,"Somerville's Credit Union"
4584,12/31/2024 0:00:00,2013,"AUSTIN TELCO",613,"Austin Telco Retirement & Invest"
4714,12/31/2024 0:00:00,2057,"UNITED SOUTHEAST",1178,"USFCU"
4735,12/31/2024 0:00:00,2066,"BETHPAGE",1122,"Bethpage Financial Group"
4792,12/31/2024 0:00:00,2083,"NET",494,"NET Credit Union"
4878,12/31/2024 0:00:00,2110,"PACIFIC N W",978,"pnwfcu"
4915,12/31/2024 0:00:00,2123,"AVENIR FINANCIAL",1137,"Avenir Financial"
4963,12/31/2024 0:00:00,2141,"DEPT OF LABOR",995,"Labor CU"
4963,12/31/2024 0:00:00,2141,"DEPT OF LABOR",1042,"Labor Credit Union"
5029,12/31/2024 0:00:00,2166,"RED RIVER EMPLOYEES",61,"Red River Credit Union"
5029,12/31/2024 0:00:00,2166,"RED RIVER EMPLOYEES",836,"Red River Federal Credit Union"
5029,12/31/2024 0:00:00,2166,"RED RIVER EMPLOYEES",980,"RRCU"
5321,12/31/2024 0:00:00,2283,"CRIERS",1155,"Criers Federal Credit Union"
5380,12/31/2024 0:00:00,2313,"SPECTRA",571,"NRL Federal Credit Union"
5380,12/31/2024 0:00:00,2313,"SPECTRA",1169,"Spectra Credit Union"
5380,12/31/2024 0:00:00,2313,"SPECTRA",1170,"Spectra"
5487,12/31/2024 0:00:00,2371,"KAUAI",956,"Kauai Federal Credit Union"
5487,12/31/2024 0:00:00,2371,"KAUAI",1145,"Kalukalu at 1624"
5547,12/31/2024 0:00:00,2407,"SECURITY FIRST",616,"Security First Credit Union"
5571,12/31/2024 0:00:00,2422,"SIGNAL FINANCIAL",540,"SF Investment and Retirement Svc"
5571,12/31/2024 0:00:00,2422,"SIGNAL FINANCIAL",543,"Signal Financial FCU"
5582,12/31/2024 0:00:00,2426,"BANK FUND STAFF",375,"BFSFCU"
5582,12/31/2024 0:00:00,2426,"BANK FUND STAFF",734,"Bank-Fund Staff Federal Credit Union"
5588,12/31/2024 0:00:00,2427,"UNITED NATIONS",287,"UNFCU"
5621,12/31/2024 0:00:00,2444,"AMERICAN HERITAGE",567,"American Heritage Credit Union"
5665,12/31/2024 0:00:00,2471,"CITY",1060,"Tu Ciudad Federal Credit Union"
5856,12/31/2024 0:00:00,2567,"RIVERFRONT",1030,"Riverfront"
5856,12/31/2024 0:00:00,2567,"RIVERFRONT",1031,"Riverfront FCU"
6070,12/31/2024 0:00:00,2680,"TRI STATE RAIL",1021,"Corry Area Schools Federal Credit Union"
6160,12/31/2024 0:00:00,2737,"SUN EAST",47,"Sun East Retirement and Investme"
6160,12/31/2024 0:00:00,2737,"SUN EAST",48,"Sun East Federal Credit Union"
6160,12/31/2024 0:00:00,2737,"SUN EAST",49,"Sun East"
6187,12/31/2024 0:00:00,2752,"THE ONE",524,"The ONE Federal Credit Union"
6248,12/31/2024 0:00:00,2789,"SKYONE",1083,"SkyOne Federal Credit Union"
6339,12/31/2024 0:00:00,2837,"BATON ROUGE CITY PARISH EMP",151,"Baton Rouge City Parish EFCU"
6464,12/31/2024 0:00:00,2887,"PAHO/WHO",1050,"Bienestar Financial Partners"
6464,12/31/2024 0:00:00,2887,"PAHO/WHO",1051,"Bienestar Financial Advisors"
6464,12/31/2024 0:00:00,2887,"PAHO/WHO",1052,"Bienestar Financial Planning"
6636,12/31/2024 0:00:00,2981,"CAREY POVERELLO",522,"Poverello Federal Credit Union"
7091,12/31/2024 0:00:00,3228,"METRO CU",356,"Metro Credit Union"
7238,12/31/2024 0:00:00,3306,"PHILADELPHIA",207,"Philadelphia FCU"
7238,12/31/2024 0:00:00,3306,"PHILADELPHIA",208,"PFCU"
7244,12/31/2024 0:00:00,3308,"UNITED BUSINESS & INDUSTRY",775,"UBIFCU"
7244,12/31/2024 0:00:00,3308,"UNITED BUSINESS & INDUSTRY",776,"UBI"
7345,12/31/2024 0:00:00,3367,"CARIBE",129,"Servicio con Calor Humano"
7345,12/31/2024 0:00:00,3367,"CARIBE",130,"I Save"
7345,12/31/2024 0:00:00,3367,"CARIBE",131,"CFCU"
7345,12/31/2024 0:00:00,3367,"CARIBE",132,"Carikid"
7345,12/31/2024 0:00:00,3367,"CARIBE",133,"Caribe Online"
7345,12/31/2024 0:00:00,3367,"CARIBE",134,"Caribe Mobile"
7345,12/31/2024 0:00:00,3367,"CARIBE",135,"Caribe Federal"
7345,12/31/2024 0:00:00,3367,"CARIBE",1077,"Caribe Mortgage"
7345,12/31/2024 0:00:00,3367,"CARIBE",1078,"Caribe Business"
7423,12/31/2024 0:00:00,3413,"SCHOFIELD",903,"DCUC"
7423,12/31/2024 0:00:00,3413,"SCHOFIELD",904,"ACU"
7531,12/31/2024 0:00:00,3462,"HUGHES",125,"Hughes Federal Credit Union"
7531,12/31/2024 0:00:00,3462,"HUGHES",126,"Hughes FCU"
7531,12/31/2024 0:00:00,3462,"HUGHES",127,"HFCU Financial Services"
7610,12/31/2024 0:00:00,3513,"SUNFLOWER COMMUNITY",719,"Sunflower Community Credit Union"
7840,12/31/2024 0:00:00,3650,"TRULIANT",750,"Truliant Mortgage Services"
7840,12/31/2024 0:00:00,3650,"TRULIANT",751,"Truliant Insurance Services"
7840,12/31/2024 0:00:00,3650,"TRULIANT",752,"Truliant Financial Advisors"
7840,12/31/2024 0:00:00,3650,"TRULIANT",753,"Truliant Federal Credit Union"
7840,12/31/2024 0:00:00,3650,"TRULIANT",755,"Truliant Credit Union"
7840,12/31/2024 0:00:00,3650,"TRULIANT",756,"Truliant Business Services"
7840,12/31/2024 0:00:00,3650,"TRULIANT",757,"Truliant at Work"
7840,12/31/2024 0:00:00,3650,"TRULIANT",758,"Truliant Academy"
7840,12/31/2024 0:00:00,3650,"TRULIANT",759,"Truliant"
7840,12/31/2024 0:00:00,3650,"TRULIANT",760,"Truliances"
7840,12/31/2024 0:00:00,3650,"TRULIANT",809,"Truliant Operations Center"
7840,12/31/2024 0:00:00,3650,"TRULIANT",1001,"Truliant Foundation"
7840,12/31/2024 0:00:00,3650,"TRULIANT",1139,"Truliant Federal Credit Union Foundation"
7916,12/31/2024 0:00:00,3691,"NECHES",1103,"Neches Federal Credit Union"
8111,12/31/2024 0:00:00,3795,"RANDOLPH-BROOKS",315,"RBFCU"
8187,12/31/2024 0:00:00,3832,"AMERICAN UNITED",382,"American United FCU"
8187,12/31/2024 0:00:00,3832,"AMERICAN UNITED",383,"American United Credit Union"
8187,12/31/2024 0:00:00,3832,"AMERICAN UNITED",1154,"First Californian Credit Union"
8333,12/31/2024 0:00:00,3901,"TOWER",1195,"Tower Federal Credit Union"
8333,12/31/2024 0:00:00,3901,"TOWER",1196,"Tower FCU"
8333,12/31/2024 0:00:00,3901,"TOWER",1197,"Tower"
8475,12/31/2024 0:00:00,3974,"OTERO",142,"Otero FCU"
8475,12/31/2024 0:00:00,3974,"OTERO",143,"OFCU"
8523,12/31/2024 0:00:00,4001,"CACL",897,"CACL FINANCIAL"
8549,12/31/2024 0:00:00,4016,"CECIL COUNTY SCHOOL EMPLOYEES",874,"Cecil County Credit Union"
8550,12/31/2024 0:00:00,4017,"FREEDOM OF MARYLAND",1191,"Freedom Federal Credit Union"
8550,12/31/2024 0:00:00,4017,"FREEDOM OF MARYLAND",1192,"Freedom FCU"
8550,12/31/2024 0:00:00,4017,"FREEDOM OF MARYLAND",1193,"Freedom"
8609,12/31/2024 0:00:00,4041,"EDU",646,"edU Federal Credit Union"
8715,12/31/2024 0:00:00,4102,"1ST COMMUNITY",371,"1st Community Credit Union"
8725,12/31/2024 0:00:00,4107,"COLORAMO",359,"Coloramo Federal Credit Union"
8797,12/31/2024 0:00:00,4131,"WRIGHT PATMAN CONGRESSIONAL",293,"CONGRESSIONAL FEDERAL"
8797,12/31/2024 0:00:00,4131,"WRIGHT PATMAN CONGRESSIONAL",294,"CONGRESSIONAL FCU"
9075,12/31/2024 0:00:00,4278,"HOBOKEN N J POLICE",603,"HOBOKEN NJ POLICE FCU"
9095,12/31/2024 0:00:00,4290,"HANSCOM",1147,"WealthTrek"
9164,12/31/2024 0:00:00,4332,"CARTER",803,"Carter Credit Union"
9229,12/31/2024 0:00:00,4365,"NEIGHBORS",1089,"Neighbors Federal Credit Union"
9229,12/31/2024 0:00:00,4365,"NEIGHBORS",1090,"Neighbors FCU"
9230,12/31/2024 0:00:00,4366,"CERTIFIED",331,"Vons Credit Union"
9230,12/31/2024 0:00:00,4366,"CERTIFIED",424,"Certified Federal"
9292,12/31/2024 0:00:00,4404,"CONSOLIDATED",30,"Consolidated Community Credit Un"
9292,12/31/2024 0:00:00,4404,"CONSOLIDATED",880,"CCCU - Cascade"
9292,12/31/2024 0:00:00,4404,"CONSOLIDATED",881,"CCCU"
9532,12/31/2024 0:00:00,4556,"WESTCHESTER SCHOOLS'",949,"A/K/A Port Chester Teachers Federal Credit Union"
9622,12/31/2024 0:00:00,4610,"FORGE",614,"Forge Credit Union"
9759,12/31/2024 0:00:00,4683,"FORTERA",1092,"Fortera Federal Credit Union"
9810,12/31/2024 0:00:00,4709,"FIDELIS CATHOLIC",1184,"Fidelis"
9810,12/31/2024 0:00:00,4709,"FIDELIS CATHOLIC",1185,"Fidelis Credit Union"
9810,12/31/2024 0:00:00,4709,"FIDELIS CATHOLIC",1186,"Fidelis Catholic Credit Union"
9810,12/31/2024 0:00:00,4709,"FIDELIS CATHOLIC",1187,"Fidelis CU"
9971,12/31/2024 0:00:00,4802,"SANTA FE",1028,"Borger Federal Credit Union"
10375,12/31/2024 0:00:00,5047,"1ST LIBERTY",238,"1st Liberty Federal Credit Union"
10465,12/31/2024 0:00:00,5101,"UNIVERSITY OF HAWAII",54,"UHFCU Investment Services"
10600,12/31/2024 0:00:00,5172,"AIR ACADEMY",1035,"Air Academy Credit Union"
10803,12/31/2024 0:00:00,5285,"ISRAEL MEMORIAL A M E",647,"Israel Memorial AME FCU"
10880,12/31/2024 0:00:00,5324,"PINELLAS",231,"PFCU"
10898,12/31/2024 0:00:00,5333,"MIDCOAST",408,"Midcoast Federal Credit Union"
10898,12/31/2024 0:00:00,5333,"MIDCOAST",409,"Midcoast FCU"
10958,12/31/2024 0:00:00,5364,"FIRST EAGLE",196,"First Eagle FCU"
11154,12/31/2024 0:00:00,5468,"BLUE COAST",1013,"Buckeye Community Federal Credit Union"
11154,12/31/2024 0:00:00,5468,"BLUE COAST",1014,"Tallahassee Community Federal Credit Union"
11157,12/31/2024 0:00:00,5470,"UTICA DISTRICT TELEPHONE EMPLOYEES",101,"UTELFCU"
11300,12/31/2024 0:00:00,5551,"CLEARWATER",731,"Clearwater Credit Union"
11316,12/31/2024 0:00:00,5562,"SANDIA AREA",124,"Sandia Area"
11364,12/31/2024 0:00:00,5593,"THE FAMILY FIRST",642,"Family First FCU"
11364,12/31/2024 0:00:00,5593,"THE FAMILY FIRST",1034,"Family First Federal Credit Union"
11452,12/31/2024 0:00:00,5642,"CY-FAIR",1016,"PVFCU-a division of Cyfair Federal Credit Union"
11944,12/31/2024 0:00:00,5923,"KAIPERM",1110,"Kaiperm Credit Union"
12029,12/31/2024 0:00:00,5974,"UNITED CATHOLICS",167,"UCFCU"
12067,12/31/2024 0:00:00,5997,"BAY",136,"Bay Federal Credit Union"
12084,12/31/2024 0:00:00,6007,"MID OREGON",214,"Mid Oregon Credit Union"
12153,12/31/2024 0:00:00,6046,"AFENA",504,"Afena FCU"
12164,12/31/2024 0:00:00,6054,"AERO",1200,"AERO Financial"
12164,12/31/2024 0:00:00,6054,"AERO",1201,"AERO Financial Credit Union"
12199,12/31/2024 0:00:00,6071,"KIRTLAND",153,"Your Wingman"
12219,12/31/2024 0:00:00,6082,"USSCO JOHNSTOWN",696,"USSCO FCU"
12319,12/31/2024 0:00:00,6148,"OMAHA POLICE",862,"Police Federal CU *Omaha"
12334,12/31/2024 0:00:00,6157,"NESC",612,"NESC Credit Union"
12425,12/31/2024 0:00:00,6204,"FOOTHILL",695,"Foothill Credit Union"
12458,12/31/2024 0:00:00,6225,"VELOCITY COMMUNITY",1119,"Velocity Community Credit Union"
12805,12/31/2024 0:00:00,6421,"MOCSE",309,"Mocse Credit Union"
12808,12/31/2024 0:00:00,6423,"SUCCESS",720,"Success Credit Union"
12814,12/31/2024 0:00:00,6428,"SEA WEST COAST GUARD",740,"SeaWest Federal Credit Union"
12858,12/31/2024 0:00:00,6459,"TEXAS TECH",634,"Texas Tech Credit Union"
13190,12/31/2024 0:00:00,6656,"LISBON COMMUNITY",887,"LISBON CU"
13190,12/31/2024 0:00:00,6656,"LISBON COMMUNITY",888,"LCFCU"
13190,12/31/2024 0:00:00,6656,"LISBON COMMUNITY",1037,"Lisbon Credit Union"
13495,12/31/2024 0:00:00,6821,"COUNTY SCHOOLS",352,"County Schools FCU"
13495,12/31/2024 0:00:00,6821,"COUNTY SCHOOLS",965,"CSFCU"
13828,12/31/2024 0:00:00,7051,"ALLSOUTH",77,"AllSouth"
13852,12/31/2024 0:00:00,7065,"THE BRIDGEWAY",1017,"Bridgeway Credit Union"
13898,12/31/2024 0:00:00,7094,"ENDURANCE",476,"EFCU"
13902,12/31/2024 0:00:00,7097,"FICARE",1041,"FiCare, Healthcare's Financial Partner"
13940,12/31/2024 0:00:00,7123,"BUSINESS AND INDUSTRIAL",513,"dba   B & I Federal Credit Union"
14011,12/31/2024 0:00:00,7162,"BERRIEN TEACHERS",1073,"N/A"
14369,12/31/2024 0:00:00,7380,"THE DISTRICT",18,"Aurora Schools Federal Credit Un"
14369,12/31/2024 0:00:00,7380,"THE DISTRICT",19,"Aurora Schools Credit Union"
14369,12/31/2024 0:00:00,7380,"THE DISTRICT",20,"ASFCU"
14369,12/31/2024 0:00:00,7380,"THE DISTRICT",863,"The District Federal Credit Union"
14369,12/31/2024 0:00:00,7380,"THE DISTRICT",864,"The District Credit Union"
14384,12/31/2024 0:00:00,7387,"MISSION",103,"MissionFed.com"
14384,12/31/2024 0:00:00,7387,"MISSION",104,"Mission Federal"
14384,12/31/2024 0:00:00,7387,"MISSION",105,"Mission Fed"
14384,12/31/2024 0:00:00,7387,"MISSION",709,"Mission Fed Credit Union"
14425,12/31/2024 0:00:00,7414,"INGERSOLL-RAND",1123,"IRFCU"
14692,12/31/2024 0:00:00,7576,"ONPATH",1121,"OnPath Credit Union"
14762,12/31/2024 0:00:00,7621,"JSC",1015,"Wellby Financial"
14762,12/31/2024 0:00:00,7621,"JSC",1203,"Wellby"
14850,12/31/2024 0:00:00,7676,"PLYMOUTH COUNTY TEACHERS",255,"PCT Federal Credit Union"
14874,12/31/2024 0:00:00,7687,"EXPLORERS",351,"Explorers Federal Credit Union"
14874,12/31/2024 0:00:00,7687,"EXPLORERS",882,"Explorers Credit Union"
14917,12/31/2024 0:00:00,7708,"GIBBONS AND REED EMPLOYEES",837,"G&R Credit Union"
15467,12/31/2024 0:00:00,8028,"KELLY COMMUNITY",479,"Retirement & Investment Services"
15732,12/31/2024 0:00:00,8181,"UNIFY FINANCIAL",140,"Western"
15732,12/31/2024 0:00:00,8181,"UNIFY FINANCIAL",501,"UNIFY Financial Credit Union"
15732,12/31/2024 0:00:00,8181,"UNIFY FINANCIAL",502,"UNIFY Financial"
15732,12/31/2024 0:00:00,8181,"UNIFY FINANCIAL",503,"UNIFY"
15766,12/31/2024 0:00:00,8202,"MID-HUDSON VALLEY",1057,"MHVFCU"
15766,12/31/2024 0:00:00,8202,"MID-HUDSON VALLEY",1058,"MHV Federal Credit Union"
15790,12/31/2024 0:00:00,8215,"DELAWARE ALLIANCE",919,"All4you FCU"
15848,12/31/2024 0:00:00,8248,"CBI",977,"None"
16178,12/31/2024 0:00:00,8446,"WATERFRONT",498,"Waterfront Credit Union"
16213,12/31/2024 0:00:00,8468,"FINANCIAL BUILDERS",669,"Financial Builders"
17012,12/31/2024 0:00:00,8924,"PROFED",204,"PROFED"
17017,12/31/2024 0:00:00,8928,"COCA-COLA",465,"Coca-Cola Credit Union"
17335,12/31/2024 0:00:00,9116,"ILLINOIS STATE POLICE",1142,"ISPFCU"
17372,12/31/2024 0:00:00,9136,"LOCKPORT SCHOOLS & COMMUNITY",308,"New York Credit Union Assoc."
17372,12/31/2024 0:00:00,9136,"LOCKPORT SCHOOLS & COMMUNITY",1146,"Lockport Schools FCU"
17389,12/31/2024 0:00:00,9147,"ALLEGIUS",365,"Allegius"
17587,12/31/2024 0:00:00,9266,"USALLIANCE",453,"USALLIANCE Financial"
17587,12/31/2024 0:00:00,9266,"USALLIANCE",672,"USA Specialty Lending"
17587,12/31/2024 0:00:00,9266,"USALLIANCE",854,"Dora"
17587,12/31/2024 0:00:00,9266,"USALLIANCE",855,"Coral Labs"
17587,12/31/2024 0:00:00,9266,"USALLIANCE",985,"Cooperative Workers Alliance, LLC"
17914,12/31/2024 0:00:00,9454,"SUFFOLK",722,"Suffolk Credit Union"
18175,12/31/2024 0:00:00,9571,"HENRICO",429,"Bellwood Credit Union"
18175,12/31/2024 0:00:00,9571,"HENRICO",574,"Henrico FCU at Nabisco"
18175,12/31/2024 0:00:00,9571,"HENRICO",846,"Bellwood Credit Union at DSCR"
18271,12/31/2024 0:00:00,9619,"PRINCE GEORGE'S COMMUNITY",1063,"Prince George's Credit Union"
18297,12/31/2024 0:00:00,9632,"COASTAL",585,"Daymark Realty"
18297,12/31/2024 0:00:00,9632,"COASTAL",586,"Coastal Wealth Management"
18297,12/31/2024 0:00:00,9632,"COASTAL",587,"Coastal Credit Union"
18297,12/31/2024 0:00:00,9632,"COASTAL",607,"Coastal Title"
18297,12/31/2024 0:00:00,9632,"COASTAL",608,"Coastal Foundation"
18297,12/31/2024 0:00:00,9632,"COASTAL",984,"United Members Title"
