"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
120,9/30/2024 0:00:00,63,0,0,0,0,0,0,7600751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8627627,0,0,0,0,1026876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,356,0,0,0,0,0,0,14
132,9/30/2024 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,9/30/2024 0:00:00,70,0,0,0,0,0,0,2312316,0,0,0,0,0,0,0,3491735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293654,0,0,479044,7467890,0,0,0,0,891141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,182,0,0,0,0,0,0,226
138,9/30/2024 0:00:00,72,0,0,0,0,0,0,742181,0,0,0,0,0,0,0,1968912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748028,0,0,0,0,36935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,33,0,0,0,0,0,0,83
146,9/30/2024 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
147,9/30/2024 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
150,9/30/2024 0:00:00,77,0,0,0,0,0,0,19385070,0,0,0,0,0,0,0,69085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14366450,0,0,3781963,115216259,0,0,0,0,8597670,11,35,0,0,0,0,0,1,2,13,9,24,33,2,11,7,9,13,46,289,809,4,0,0,0,0,0,44
151,9/30/2024 0:00:00,78,0,0,0,0,0,0,42195219,0,0,0,0,0,0,0,157963626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26194155,0,0,9025,227626491,0,0,0,0,1264466,1,4,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,4,5,2495,1710,0,0,0,0,0,0,168
153,9/30/2024 0:00:00,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,9/30/2024 0:00:00,83,0,0,0,0,0,0,125354796,0,0,0,0,0,0,0,109803148,0,0,0,0,0,0,0,0,0,72396089,0,0,0,0,6996871,0,0,8808790,260220980,0,0,0,0,9257375,1578,7,84,621,0,0,196,0,111,3,347,5,365,526,2,14,2,1218,1585,4483,5351,156,3,0,0,0,3,3745
162,9/30/2024 0:00:00,85,0,0,0,0,0,0,14142205,0,0,0,0,0,0,0,11196808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178765,0,0,0,29299166,0,0,0,0,1781388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,219,0,0,0,0,0,0,1026
167,9/30/2024 0:00:00,87,0,0,0,0,0,0,14021329,0,0,0,0,0,0,0,8453187,0,0,0,0,0,0,0,0,0,8131132,0,0,0,0,1432077,0,0,1594233,25500826,0,0,0,0,0,669,3,5,27,0,0,133,2,0,0,381,3,384,256,0,220,0,288,672,1696,543,0,26,0,0,0,26,2804
168,9/30/2024 0:00:00,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37,0,0,0,0,0,0,365
169,9/30/2024 0:00:00,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,9/30/2024 0:00:00,92,0,0,0,0,0,0,17185676,0,0,0,0,0,0,0,73194520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32118868,174842926,0,0,0,0,52343862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346,1013,0,0,0,0,0,0,1453
187,9/30/2024 0:00:00,100,0,0,0,0,0,0,28343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325515,0,0,141723,502081,0,0,0,0,6500,5,0,0,0,0,0,1,0,3,0,5,0,5,0,0,1,0,0,5,34,24,3,0,0,0,0,0,40
195,9/30/2024 0:00:00,104,0,0,0,0,0,0,10828,0,0,0,0,0,0,0,481021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720307,0,0,0,0,228458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,142
196,9/30/2024 0:00:00,105,0,0,0,0,0,0,36459400,0,0,0,0,0,0,0,445046671,0,0,0,0,0,0,0,0,0,3457374,0,0,0,0,0,0,0,12670608,576280269,0,0,0,0,82103590,518,0,0,2,0,0,107,0,167,0,287,0,287,229,0,12,0,231,518,2771,6971,5,0,0,0,0,0,3483
198,9/30/2024 0:00:00,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,49
199,9/30/2024 0:00:00,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165065,0,0,2681764,7168416,0,0,0,0,4025690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,12,0,0,0,0,0,0,324
200,9/30/2024 0:00:00,109,0,0,0,0,0,0,141598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,17
205,9/30/2024 0:00:00,112,0,0,0,0,0,0,5696684,0,0,0,0,0,0,0,20783046,0,0,0,0,0,0,0,0,0,196920,0,0,0,0,0,0,0,14500,30543630,0,0,0,0,4049400,66,25,0,0,0,0,0,0,3,0,65,25,90,1,0,62,25,1,91,943,240,0,0,0,0,0,0,41
216,9/30/2024 0:00:00,116,0,0,0,0,0,0,2447818,0,0,0,0,0,0,0,7876414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654478,0,0,723528,13100331,0,0,0,0,1398093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,107,0,0,0,0,0,0,4
220,9/30/2024 0:00:00,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
224,9/30/2024 0:00:00,119,0,0,0,0,0,0,2064074,0,0,0,0,0,0,0,4766263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75687,0,0,0,8804461,0,0,0,0,1898437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,182,4,0,0,0,0,0,267
227,9/30/2024 0:00:00,121,0,0,0,0,0,0,2889354573,0,0,0,0,0,0,0,7866763853,0,0,0,0,0,0,0,0,0,112593309,0,0,0,0,141667723,0,0,138512624,11036298773,0,0,0,0,0,564,7,0,0,0,0,5,0,34,7,53,7,60,511,0,5,0,511,571,36767,41606,2,0,0,0,0,0,56420
233,9/30/2024 0:00:00,124,0,0,0,0,0,0,2291285,0,0,0,0,0,0,0,29369407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622720,0,0,0,34995412,0,0,0,0,1712000,1,13,0,0,0,0,0,0,1,0,1,13,14,0,0,0,13,0,14,590,273,0,0,0,0,0,0,258
234,9/30/2024 0:00:00,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,34,0,0,0,0,0,0,85
240,9/30/2024 0:00:00,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4943647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5308583,0,0,0,0,364936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,236,0,0,0,0,0,0,71
242,9/30/2024 0:00:00,129,0,0,0,0,0,0,1239753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677558,4842652,0,0,0,0,1925341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,101,0,0,0,0,0,0,954
256,9/30/2024 0:00:00,136,0,0,0,0,0,0,9328061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378924,0,0,400000,13106985,0,0,0,0,0,29,13,0,0,0,0,4,0,9,11,29,13,42,0,0,13,0,0,42,248,293,0,0,0,2,0,2,212
258,9/30/2024 0:00:00,137,0,0,0,0,0,0,672488,0,0,0,0,0,0,0,42679143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89209,0,0,1882230,45356645,0,0,0,0,33575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,115,0,0,0,0,0,0,519
262,9/30/2024 0:00:00,139,0,0,0,0,0,0,2809942,0,0,0,0,0,0,0,2075870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346671,0,0,0,6988031,0,0,0,0,755548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,96,0,0,0,0,0,0,32
266,9/30/2024 0:00:00,143,0,0,0,0,0,0,12103514,0,0,0,0,0,0,0,15514432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954429,0,0,0,31008958,0,0,0,0,436583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,452,0,0,0,0,0,0,15
274,9/30/2024 0:00:00,149,0,0,0,0,0,0,4195070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150118,0,0,0,0,0,0,0,2360428,6555498,0,0,0,0,0,25,0,0,0,0,0,2,0,4,0,6,0,6,19,0,0,0,19,25,138,219,3,0,0,0,0,0,795
277,9/30/2024 0:00:00,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,9/30/2024 0:00:00,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
288,9/30/2024 0:00:00,155,0,0,0,0,0,0,402645,0,0,0,0,0,0,0,438193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840838,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,29,0,0,0,0,0,0,76
294,9/30/2024 0:00:00,160,0,0,0,0,0,0,21361005,0,0,0,0,0,0,0,55084110,0,0,0,0,0,0,0,0,0,351476,0,0,0,0,58720,0,0,8344260,84995513,0,0,0,0,147418,15,75,0,0,0,0,0,29,0,31,3,71,72,12,4,3,7,16,90,1091,1065,0,0,0,0,0,0,540
303,9/30/2024 0:00:00,166,0,0,0,0,0,0,3027318,0,0,0,0,0,0,0,18335662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,925118,22392010,0,0,0,0,97912,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,151,456,0,0,0,0,0,0,10
306,9/30/2024 0:00:00,168,0,0,0,0,0,0,6536084,0,0,0,0,0,0,0,10278560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19597592,0,0,0,0,2782948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,380,0,0,0,0,0,0,106
319,9/30/2024 0:00:00,173,0,0,0,0,0,0,21620176,0,0,0,0,0,0,0,43860924,0,0,0,0,0,0,0,0,0,84422,0,0,0,0,7512269,0,0,0,77760443,0,0,0,0,4767074,0,25,0,0,0,0,0,4,0,13,0,25,25,0,0,0,7,0,25,419,1287,0,0,0,0,0,0,113
320,9/30/2024 0:00:00,174,0,0,0,0,0,0,3656871,0,0,0,0,0,0,0,3628276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938251,0,0,0,9223398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,128,0,0,0,0,0,0,6
340,9/30/2024 0:00:00,183,0,0,0,0,0,0,22865514,0,0,0,0,0,0,0,124273134,0,0,0,0,0,0,0,0,0,4648667,0,0,0,0,4927893,0,0,0,153687829,0,0,0,0,1621288,39,6,0,0,0,0,10,0,14,2,25,6,31,14,0,0,0,14,45,1155,1051,0,0,0,0,0,0,207
352,9/30/2024 0:00:00,188,0,0,0,0,0,0,41189242,0,0,0,0,0,0,0,53968976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6760668,109001966,0,0,0,0,7083080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,726,0,0,0,0,0,0,1062
361,9/30/2024 0:00:00,193,0,0,0,0,0,0,62346298,0,0,0,0,0,0,0,45743153,0,0,0,0,0,0,0,0,0,5900574,0,0,0,0,21853850,0,0,16527,133796789,0,0,0,0,3836961,60,58,2,0,0,0,13,5,33,33,52,57,109,6,1,0,16,9,118,1086,1581,0,0,0,0,0,0,1642
365,9/30/2024 0:00:00,197,0,0,0,0,0,0,2446793,0,0,0,0,0,0,0,9534735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,12478495,0,0,0,0,496237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,54,4,0,0,0,0,0,383
367,9/30/2024 0:00:00,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
370,9/30/2024 0:00:00,201,0,0,0,0,0,0,301721,0,0,0,0,0,0,0,3121244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,0,0,0,0,0,0,26
373,9/30/2024 0:00:00,203,0,0,0,0,0,0,2465836,0,0,0,0,0,0,0,6403186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,10600758,0,0,0,0,1686736,12,0,0,0,0,0,0,0,12,0,12,0,12,0,0,0,0,0,12,392,107,0,0,0,0,0,0,56
376,9/30/2024 0:00:00,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,87
378,9/30/2024 0:00:00,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
383,9/30/2024 0:00:00,211,0,0,0,0,0,0,1823559,0,0,0,0,0,0,0,6695461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541069,9310622,0,0,0,0,250533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,28
389,9/30/2024 0:00:00,214,0,0,0,0,0,0,6002313,0,0,0,0,0,0,0,17279441,0,0,0,0,0,0,0,0,0,344924,0,0,0,0,123012,0,0,3958845,29294284,0,0,0,0,1930673,0,134,0,0,0,0,0,33,0,80,0,131,131,0,3,0,0,3,134,194,436,0,0,0,0,0,0,153
390,9/30/2024 0:00:00,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,3,0,0,0,0,0,0,121
395,9/30/2024 0:00:00,217,0,0,0,0,0,0,5320396,0,0,0,0,0,0,0,1672080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937525,11556476,0,0,0,0,2626475,0,13,0,0,0,0,0,8,0,5,0,13,13,0,0,0,0,0,13,59,252,0,0,0,0,0,0,299
